metadata	Lyrics
BTS ()□□□□□□□□□□□□□ Hair□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 48.34367480699022□□ 359787.53475124185 False 0.6168398096083891□□□ 0.8513725850758955□□□□ 9□ -6.135□ 1 -0.024589609572241836□□ 0.04996448740882742□□□ 0.9315217664000016□□□□□ 0.1871612030462301□□□□□ 0.438□ 105.089 4 dancehall□□□□□□□□	lil juice tay keith fuck these niggas up   drake look i just flipped a switch flipped flipped i don't know nobody else that's doin' this bodies start to drop ayy hit the floor now they wanna know me since i hit the top ayy this a rollie not a stopwatch shit don't ever stop this the flow that got the block hot shit got super hot ayy give me my respect give me my respect i just took it left like i'm ambidex' bitch i move through london with the eurostep two got a sneaker deal and i ain't break a sweat catch me 'cause i'm gone outta there im gone how i go from 6 to  like i'm lebron servin' up a pack servin' up a pack niggas pullin' gimmicks 'cause they scared to rap ayy funny how they shook ayy got these niggas shook pullin' back the curtain by myself take a look ayy i'm a bar spitta im a hard hitta yeah im lightskinned but i'm still a dark nigga i'm a wig splitta i'm a tall figure i'm an unforgivin' wildass dog nigga somethin' wrong with 'em got 'em all bitter i'm a bill printer i'm a gravedigger yeah i am what i am i don't have no time for no misunderstandings again   mack daddy ju  drake my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this a rollie not a stopwatch shit don't ever stop from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is   drake future took the business and ran it for me i let ollie take the owl told him brand it for me i get  million a pop and thats standard for me like i went blind dog you gotta hand it to me gotta gimme that shit dog prayed then i prayed again amen lord had a moment but it came and went they don't love you no more you dont wanna play with him nah nah nah theyll be mournin' you like 8am rip pinky ring 'til i get a wedding ring whoa yeah love my brothers cut 'em in on anything big slice and you know it's king slime drizzy damn woo yeah she just said i'm bae i hit the thizzle dance mac dre shit either hand is the upper hand oh yeah shit got a bubba on my other hand whoa yeah shit yeah this shit ain't no hundred bands nah nah nah nah palace look like buckingham bills so big i call 'em williams for real reasons to go crazy got a trillion for real they been tryin' me but i'm resilient for real i cant go in public like civilian for real and i hardly take offense money for revenge man thats hardly an expense al haymon checks off of all of my events i like all the profit man i hardly do percents i don't do that shit a big part of me resents niggas that i knew from when i started in this shit they see what i got and man it's hard to be content fuck what they got goin' on i gotta represent ayy   mack daddy ju  drake my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this a rollie not a stopwatch shit don't ever stop from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' from smokin' the chicken the bass is kickin' my head is spinnin' this the flow that got the block hot shit got super hot
John Mayer□□□□□□□□□ Power□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 46.400480090933165□ 251976.34617261228 False 0.6862838366259065□□□ 0.8488173394798112□□□□ 7□ -4.07□□ 0 -0.009968495651072155□□ 0.27043908785478754□□□ 0.0415132840208475□□□□□ 0.16651066007225496□□□□ 0.591□ 135.011 4 k-pop□□□□□□□□□□□□	here i am waiting i'll have to leave soon why am i holding on we knew this day would come we knew it all along how did it come so fast  pre this is our last night but it's late and i'm trying not to sleep 'cause i know when i wake i will have to slip away   and when the daylight comes i'll have to go but tonight i'm gonna hold you so close 'cause in the daylight we'll be on our own but tonight i need to hold you so close  post oohwhoa oohwhoa oohwhoa oohwhoa oohwhoa oohwhoa   here i am staring at your perfection in my arms so beautiful the sky is getting bright the stars are burning out somebody slow it down  pre  this is way too hard 'cause i know when the sun comes up i will leave this is my last glance that will soon be memory   and when the daylight comes i'll have to go but tonight i'm gonna hold you so close 'cause in the daylight we'll be on our own but tonight i need to hold you so close  post oohwhoa oohwhoa oohwhoa oohwhoa oohwhoa oohwhoa   i never want it to stop because i don't wanna start all over start all over i was afraid of the dark but now it's all that i want all that i want all that i want   and when the daylight comes i'll have to go but tonight i'm gonna hold you so close 'cause in the daylight we'll be on our own but tonight i need to hold you so close   and when the daylight comes i'll have to go but tonight i'm gonna hold you so close 'cause in the daylight we'll be on our own but tonight i need to hold you so close  post oohwhoa oohwhoa oohwhoa oohwhoa oohwhoa oohwhoa   oohwhoa yeah oohwhoa yeah oohwhoa yeah yeah oohwhoa yeah oohwhoa yeah oohwhoa
Katy Perry□□□□□□□□□ Russian Roulette□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ -0.2357592917884368 256835.74252417157 False 0.3243433681640514□□□ 0.6221559835817424□□□□ 7□ -7.059□ 1 0.024519974605521203□□□ 0.08821180927998046□□□ -0.0424354933972553□□□□ 0.28405038556267204□□□□ 0.189□ 110.035 4 alt-rock□□□□□□□□□	get so high go so fast it's getting good i wanna make it last spinning round soaring free steady now your gonna make me scream adrenaline is rushing down but light and sound is spinning round adrenaline is pouring out you make me want to scream and shout you got me going around in circles like a rollercoaster you got me going around in circles like a rollercoaster you got me going around in circles like a rollercoaster you got me going around in circles like a rollercoaster you make you make you make me go round you make me you make go round
Eminem□□□□□□□□□□□□□ Love Me□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 43.298158696567846□ 173914.1160263121□ False 0.8579651454330754□□□ 0.7916491625450176□□□□ 0□ -22.719 0 0.06443528157391509□□□□ -0.04053603020963985□□ 0.018069910243965263□□□ 0.2371641256664991□□□□□ 0.173□ 117.953 4 drum-and-bass□□□□	if i be so inclined to climb up beside you would you tell me that the time just isn't right and if i should ever find the key you hide so well will you tell me that i can spend the night    leaving your smell on my coat leaving your taste on my shoulder i still fail to understand what it is about this woman   if i could bottle up the chills that you give me i would keep them in a jar next to my bed and if i should ever draw a picture of a woman it is you that would come flowing from my pen    leaving the clothes on the floor making me walk out the door and i still fail to understand what it is about this woman fail to understand what it is about this woman   helplessly melting as i stand next to the sun as she burns me i am screaming out for more drink every drop of liquid heat that i've become pop me open spill me out onto the floor    leaving your smell on my coat leaving your taste on my shoulder i still fail to understand fail to understand leaving your smell on my coat leaving your taste on my shoulder i still fail to understand what it is about this woman
Phoebe Bridgers□□□□ No Love□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 60.70667331272627□□ 381414.7351705282□ False 0.4333781709625495□□□ 0.38978484997246776□□□ 2□ -10.52□ 1 -0.0657347392779914□□□□ 0.09146643247663172□□□ 0.4862750181695937□□□□□ 0.035979180996625185□□□ 0.187□ 163.142 4 deep-house□□□□□□□	yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now igotback that smilesmile i'm so thankful scratch that baby i'mgrateful now you see me shine from a mile finally got back that smile smile   every day groundhog day goin' through motions felt so fake not myself not my best felt like i failed the test  pre but every tear has been a lesson rejection can be god's protection long hard road to get that redemption but no shortcuts to a blessin'   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile smile   i'm 0 remodeled used to be dull now i sparkle had a piece of humble pie that ego check saved my life  pre now i got a smile like lionel richie big and bright need shades just to see me tryna stay alive just like i'm the bee gees oh woah a mona lisa masterpiece now i'm   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile c'mon smile woo i'm so thankful scratch that baby i'm grateful so grateful now you see me shine from a mile finally got back that smile smile oh oh   i'm so thankful 'cause i finally 'cause i finally i'm so grateful 'cause i finally 'cause i finally oh   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile woo smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile smile oh oh   i'm so thankful 'cause i finally 'cause i finally smile oh i'm so grateful 'cause i finally 'cause i finally smile oh oh
Nicki Minaj□□□□□□□□ Superficial□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 47.88436231853433□□ 188866.6785179638□ False 0.5820987005757239□□□ 0.21698358655290617□□□ 5□ -9.873□ 1 0.09446530513962528□□□□ 0.5369278964939251□□□□ 0.054547778666546004□□□ 0.25927258897134364□□□□ 0.521□ 74.99□□ 4 synth-pop□□□□□□□□	baby i dont want to spend my life on trial for something that i did not do and maybe if you stopped and looked around some time i wouldnt pass right by you maybe its because you are so insecure maybe you plain dont care maybe its the chase that really gets me off i fall so when its just not there  pre burn another  break another heart try again it will only fall apart   infatuation not seeing the rest of you is getting the best of me its such a shame that you shot me down it would have been nice to be around im touching your skin if its only a fantasy then why is it killing me i guess this must be infatuation i want it i want it i want it i want it i want it i want it   try to put my finger on what burns me up it always seems to escape me and when you have decided that you've had enough just tell me where i need to be now i'm facing something that i never had to ever deal with before she left me with the feeling that she'd had enough and i'm the one wanting more  pre burn another  break another heart try again it will only fall apart   infatuation not seeing the rest of you is getting the best of me its such a shame that you shot me down it would have been nice to be around im touching your skin if its only a fantasy then why is it killing me i guess this must be infatuation i want it i want it i want it i want it i want it i want it   i'm so attracted to you the feeling's mutual too and i get scared the moment you leave get so hot i forget to breathe yeah   infatuation not seeing the rest of you is getting the best of me its such a shame that you shot me down it would have been nice to be around im touching your skin if its only a fantasy then why is it killing me i guess this must be infatuation i want it i want it i want it i want it i want it i want it   ooh i want it i want it i want it i want it i want it i want it ooh i want it i want it i want it i want it i want it i want it yeah i want it i want it i want it i want it i want it i want it yeah yeah yeah yeah
BTS ()□□□□□□□□□□□□□ Roots□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 54.05704522883984□□ 249411.72388368045 False 0.6112062718524246□□□ 0.09836785609224685□□□ 11 -17.721 0 -0.013663631194803544□□ 0.06254163690784095□□□ -0.09045436982072436□□□ 0.2416000423801399□□□□□ 0.729□ 120.042 4 latin□□□□□□□□□□□□	blame it on the night one too many at the dark saw you called a thousand times cant talk about it wont talk about it dancing til i cry took a hit and got too high started questioning my life lets not talk about it wont talk about it   im waking up to messages dont recognize the name im wondering who the f it is cause i dont know any james somebody next to me in my bed hold up wait this isnt my bed telling myself never again again  pre ah i dont know what happened to my friends to my friends or where i been ah and i cant tell you how this story ends and i cant pretend   blame it on the night one too many at the dark saw you called a thousand times cant talk about it wont talk about it dancing til i cry took a hit and got too high started questioning my life lets not talk about it wont talk about it  post ooh oohooh ooh ooh ooh oohooh ooh ooh ooh oohooh ooh ooh cant talk about it wont talk about it ooh oohooh ooh ooh ooh oohooh ooh ooh ooh oohooh ooh ooh cant talk about it wont talk about it   how am i in the club again said i was staying in ah ah having another heart to heart with someone that i just met ah and the next thing that i know i know is i wake up in my clothes ahah and the voice inside my head my head says never again again  pre ah i dont know what happened to my friends to my friends or where i been ahahah and i cant tell you how this story ends and i cant pretend ahahah   blame it on the night one too many at the dark saw you called a thousand times cant talk about it wont talk about it dancing til i cry took a hit and got too high started questioning my life lets not talk about it wont talk about it  post ooh oohooh ooh ooh ooh oohooh ooh ooh ooh oohooh ooh ooh cant talk about it wont talk about it ooh oohooh ooh ooh ooh oohooh ooh ooh ooh oohooh ooh ooh cant talk about it wont talk about it   blame it on the night blame the alcohol blame anyone you like cause i cant be held responsible blame it on the night blame the alcohol blame anyone you like cause i cant be held responsible   blame it on the night one too many at the dark saw you called a thousand times cant talk about it wont talk about it dancing til i cry took a hit and got too high started questioning my life lets not talk about it wont talk about it  post ooh oohooh ooh ooh ooh oohooh ooh ooh ooh oohooh ooh ooh cant talk about it wont talk about it ooh oohooh ooh ooh ooh oohooh ooh ooh ooh oohooh ooh ooh cant talk about it wont talk about it
Khalid□□□□□□□□□□□□□ New Love□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 47.23555599709985□□ 263907.1851190883□ False 0.6537036733331596□□□ 0.1730682564614156□□□□ 4□ -2.549□ 1 -0.05891109332095984□□□ 0.14070247423855625□□□ 0.8394834622312634□□□□□ 0.22637171776378082□□□□ 0.21□□ 120.077 4 honky-tonk□□□□□□□	let's take a ride downtown
Coldplay□□□□□□□□□□□ Beautiful□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 10.113083685640369□ 51865.605413853875 False 0.7273957001812299□□□ 0.5887921690729768□□□□ 8□ -6.86□□ 1 -0.03847924523174689□□□ -0.0969805731764082□□□ -0.04088761004384113□□□ 0.1552752761887149□□□□□ 0.227□ 78.991□ 4 electronic□□□□□□□	how do i make the phone ring why do i even care how are you all around me when you're not really there hmm when you're not really there hey yeah mm how do i feel you on me when you're not on my skin why do you say you want me then tell me you're not coming in ah yeah baby just come on in hmm yeah   'cause every time i'm with you i go into a zone and i remember all the places you wanna go take me all the way ooh ain't nobody gonna touch it touch it touch it 'cause every time i see you i don't wanna behave i'm tired of being patient so let's pick up the pace take me all the way ooh ain't nobody gonna touch it touch it touch it   how do you know i'm breathing when i'm holding my breath why don't we face the danger just for the night and forget ohoh baby let's just forget nooh remind me why we're taking a break it's obviously insane 'cause we both know what we want so why don't we fall in love baby let's fall in love ohoh   'cause every time i'm with you i go into a zone and i remember all the places you wanna go take me all the way ooh ain't nobody gonna touch it touch it touch it 'cause every time i see you i don't wanna behave i'm tired of being patient so let's pick up the pace take me all the way ooh ain't nobody gonna touch it touch it touch it  refrain oh ain't nobody gonna touch it touch it touch it baby ain't nobody gonna touch it touch it touch it eh nobody bae baby ain't nobody gonna touch it touch it touch it oh ain't nobody gonna touch it oh no ehey   remind me why we're taking a break it's obviously insane 'cause we both know what we want so why don't we fall in love baby let's be in love   'cause every time i'm with you every time i'm with you ah i go into a zone and i remember all the places you wanna go all the places you wanna go take me all the way the way ooh no ain't nobody gonna touch it touch it touch it no ain't nobody gonna ain't nobody gonna 'cause every time i see you i don't wanna behave see you i don't wanna behave i'm tired of being patient so let's pick up the pace patient so let's pick up the pace take me all the way the way ooh ooh ain't nobody gonna touch it touch it touch it ahhahh ooh   oohoohoohooh baby ain't nobody gonna baby baby ain't nobody gonna ahhahhahh woah oh baby ain't nobody gonna oohooh ehey
Beyonc□□□□□□□□□□□□□ Cartoon People□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 46.40485409283805□□ 156494.28909323984 False 0.6969265011929433□□□ 0.6152565715484744□□□□ 5□ -9.262□ 0 0.09410865517339582□□□□ 0.8377893625775602□□□□ 0.060156131865427294□□□ 0.022803141841057042□□□ 0.351□ 155.021 4 garage□□□□□□□□□□□	spoken nicki minaj ayo young money nigga hello brooklyn president carter nicki lewinsky   nicki minaj me and the dread yo give him some head  blow long as he know he keep me flyer than a red bull don't give a damn when christmas is my bitches is president mistresses now let's go i'm with the boss i'm ms ross i make them girls jump like i'm kris kross back to basics bitch i been hot since asics and i'm tighter than face lifts flyer than spaceships now as for dread i met him on mars i said i am minaj and i'm gooder with the bars he said that he a martian he can be my tarzan and he looking for a bad bitch for his squadron that's how we got together see he control the weather i leave my planet never without my umbrella it's dirty money slash young money cash money youcan'tcatch money runitniggafast money getting at weezy you coming through meezy and i won't hesitate to do anyone greasy if he gimme the word then i'm flipping the bird and then i'm spinning around and i'm gripping the burner see i been the bitch since bubble gum and double dutch you was playing hopscotch bitch i been top notch bitches is whack they trash they just pollution write ya own raps make that your resolution fuckas   babyface jayz touch me with a heart of gold uhhuh i can't go a day without my sunshine uhhuh ahhhaaa say what uhh touch me with a smile of gold yeah i can't go a day without my sunshine sunshine uhh uhh uhh   lil wayne i got you baby yo yeah ok i'm dread yo i keep a red ho i keep a red bow blood gang bitch i get that bread dough i get that head blow until she got a red throat haha now who be rolling with the boy like sushi she said her name was nicki i'm tunechi i ain't have to duce me she knew me i told her that's she's unique like a boutique and i got her and she said she got me now let's go she with the boss and i'm the boss he the president yeah she lewinsky but we never get caught and i could give her brain back because i'm so smart fuck with my bitch and i'mma draw like picasso art yeah i spit at you like a hot beat and nigga if it's not her then it's not me yeah as for her i met her on mars and she said i am minaj and i'm gooder with the bars she got me with her charm my wings on my arms now we flying over chicken heads shitting on ya farm like sitting on a thorn like sitting on a horn we sticking to your ass like brass so get a new alarm for me and miss nicki barnes cause we kill everyone and get acquitted in the morn' so get a new alarm for me and miss nicki barnes cause we kill everyone and get acquitted in the morning bling   babyface jayz nicki minaj lil wayne touch me with a heart of gold uhhuh uhhuh uhhuh big boogie i told you we would go through it baby i can't go a day without my sunshine uhhuh ahhhaaa say what uhh okay uhhuh nicki minaj nicki lewinsky weezy f da martian touch me with a smile of gold yeah i can't go a day without my sunshine sunshine uhh uhh uhh listen listen uhhuh mr president you know the mistress gotta holla at you for a minute right like i mean you know meet the girl in the oval office it's nothing it's going down tell your wife you gon' be a lil' late tonight hahaha kyuh
Beyonc□□□□□□□□□□□□□ Do It Better□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ 70.88615744812711□□ 243659.74315692543 False 0.6166855841599685□□□ 0.5459307607094124□□□□ 2□ -4.424□ 0 0.03934460523075631□□□□ 0.9447925305987516□□□□ 0.08680096668573874□□□□ 0.14270304215909296□□□□ 0.195□ 103.986 4 acoustic□□□□□□□□□	oh oh   while i'm laying on your chest i can feel the emptiness like the sound of hopeanddreams all those tattooson your skin this commitment joining tell meare we meant to be  pre oh we used to burn bright butnowi'mturning the lightsoff lights go downtoday you said you'd be mine but i've been waiting a lifetime and i can't stand the pain   don't you beg me for forgiveness oh no don't mistake my love for weakness if you think i'd run around and 'round chasing you leave me hanging here like a fool no you can have it all all 'cause it's all or nothing all or nothing  post ooh oohooh ooh ooh oohooh ooh all or nothing ooh oohooh ooh ooh oohooh ooh all or nothing   loving you was like a pill i stayed 'cause i liked the thrill but now we're just wasting time time time i've been waiting weeks all night you know that we're more than friends we've been livin' in denial  pre oh we used to burn bright but now i'm turning the lights off lights go down today you said you'd be mine but i've been waiting a lifetime and i can't stand the pain   don't you beg me for forgiveness oh no don't mistake my love for weakness if you think i'd run around and 'round chasing you leave me hanging here like a fool no you can have it all all 'cause it's all or nothing all or nothing  post  ooh oohooh ooh ooh oohooh ooh all or nothing ooh oohooh ooh ooh oohooh ooh all or nothing   don't you beg me for forgiveness don't mistake my love for weakness   don't you beg me for forgiveness oh no don't mistake my love for weakness if you think i'd run around and 'round chasing you leave me hanging here like a fool no you can have it all all 'cause it's all or nothing all or nothing  post  ooh oohooh ooh ooh oohooh ooh all or nothing ooh oohooh ooh ooh oohooh ooh all or nothing
