Artist,Title,Lyrics,track_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Katy Perry,Rise,i won't just survive oh you will see me thrive can write my story i'm beyond the archetype i won't just conform no matter how you shake my core cause my roots they run deep oh  pre  oh ye of so little faith don't doubt it don't doubt it victory is in my veins i know it i know it and i will not negotiate i'll fight it i'll fight it i will transform   when when the fire's at my feet again and the vultures all start circling they're whispering you're out of time but still i rise this is no mistake no accident when you think the final nail is in think again don't be surprised i will still rise   i must stay conscious through the madness and chaos so i call on my angels they say  pre  oh ye of so little faith don't doubt it don't doubt it victory is in your veins you know it you know it and you will not negotiate just fight it just fight it and be transformed   cause when when the fire's at my feet again and the vultures all start circling they're whispering you're out of time but still i rise this is no mistake no accident when you think the final nail is in think again don't be surprised i will still rise   don't doubt it don't doubt it oh oh oh oh you know it you know it still rise just fight it just fight it don't be surprised i will still rise,1bhpBRCLsVg3p7BWARbaDS,60,156453,False,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,3,acoustic
Katy Perry,Cozy Little Christmas,everybody's in a hurry in a flurry shopping 'til they're droppin' in the snow kids are cryin' dogs are barkin' catchin' up with folks we barely know sure it's madness but it's magic as soon as you hang up the mistletoe 'cause you're the reason for the season no we don't need to keep up with the jones  pre our love is something priceless   i don't need diamonds no sparkly things no oh oh oh oh 'cause you can't buy this afeeling no oh oh oh oh nothing lights my fire or wraps me up baby like you do just want a cozy a cozy little christmas here with you   so mr santa mr santa take the day off take the day off get a massage get a massage 'cause we've got this one all under control a little whiskey a little whiskey we're getting frisky ooh and slow dancing to nat king cole no we ain't stressin' we ain't stressin' just caressin' mmhmm warming up our popsicle toes nothing's missin' nothing's missin' 'cause you're a blessin' 'cause you're the blessin' yeah you're the only one i'm wishing for  pre our love is something priceless   i don't need diamonds no sparkly things no oh oh oh oh 'cause you can't buy this afeeling no oh oh oh oh nothing lights my fire or wraps me up baby like you do just want a cozy a cozy little christmas here with you   i don't need anything take back all the cartier and the tiffany's and the chanel well can i keep that chanel please no no no no   i don't need diamonds no sparkly things no oh oh oh oh 'cause you can't buy this afeeling no oh oh oh oh nothing lights my fire or wraps me up baby like you do just want a cozy a cozy little christmas here with you   falala lalala lala lalala lala lalala lala just you and me under a tree falala lalala lala lalala lala lalala lala a cozy little christmas here with you,06frz7np2mUzt0wUTBERYP,1,182520,False,0.775,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,4,dance
Nicki Minaj,Naked,it's been 7 days of constant rain i miss you oh i miss you feeling swept away there's no barricade without you what can i do  and everything protecting me has all been stripped away  cuz i'm   naked without you around you cover up the emptiness when i'm filled with doubt and i feel naked from the inside out you always seem to shelter me somehow when i feel naked  i could try to change but nothing fits the way that you do oh yeah you do from every strangers eyes you're my best diguise i need you i still need you  and everything that comforts me has all been stripped away  cuz i'm   naked without you around you cover up the emptiness when i'm filled with doubt and i feel naked from the inside out you always seem to shelter me somehow when i feel naked  the moments we share are all that i wear it's colde without you now i have to try to get through another night  cuz i feel   naked without you around you cover up the emptiness when i'm filled with doubt and i feel naked from the inside out you always seem to shelter me somehow when i feel naked,1LyTeIRYMHPA13p4b02NvV,41,196523,False,0.719,0.837,2,-4.571,0,0.0349,0.0517,0.000509,0.108,0.251,123.989,4,deep-house
Maroon 5,I Shall Be Released,they say ev'rything can be replaced yet ev'ry distance is not near so i remember ev'ry face of ev'ry man who put me here   i see my light come shining from the west unto the east any day now any day now i shall be released   they say ev'ry man needs protection they say ev'ry man must fall yet i swear i see my reflection some place so high above this wall   i see my light come shining from the west unto the east any day now any day now i shall be released   standing next to me in this lonely crowd is a man who swears he's not to blame all day long i hear him shout so loud crying out that he was framed   i see my light come shining from the west unto the east any day now any day now i shall be released,0UC5sdF9ItiZ8myIlU05C4,2,274520,False,0.38,0.379,9,-12.742,1,0.0346,0.807,0.0164,0.0908,0.399,120.89,4,blues
Drake,Empire,rick ross i'ma tell you like this nigga   rick ross i got a hundred gs on my line i ain't eatin' jacksons when i be in overtown bitch i'm eatin' lavish look up ho it's snowin' now i just throw the cabbage justice league gon' hold it down got a odor there in the attic that's a couple pounds new rolex that i ordered that's a hundred thou' time to milk the game bitch i went and bought a cow my nigga gdk a goon he'll gun you down slid up on him with the stick yeah and sat him down my nigga nut so slick they ain't pat him down i got a hundred niggas on my line a hundred squares at a time nigga hold it down  hook rick ross addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack i'm addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack   drake alright my patience runnin' thin olympic pools of money i'm just glad i learned to swim cannonball bitch i hope your diving board's sturdy and i hope when dinner's cold my niggas do not desert me nah but shit's all good the deal got signed and my split's all good and these haters pretendin' that it's all good say that shit in person man i wish y'all would i say you lucky if your father was a figure cause my uncle was my father and my father was my nigga and my mother so proud cause his son is gettin' bigger i took time to load the bullets now i'm 'bout to pull the trigger like boom boom boom i'm a genius god dammit i ain't the type to murder you i'm more the type to plan it so please take a seat if you really can't stand it got success in my pocket and these rappers in a panic but skinny told me to do me and don't listen to anybody that knew me cause to have known me would mean that there's a new me and if you think i changed in the slightest could've fooled me yeah nd to my city i'm the twothree drug dealers live vicariously through me no bench time nickname starterdrake franchise player i don't even get a water break and these other lames is hardly mentioned i bet that with this pen i could draw attention but you can tell by my strut i'm just chillin' in the cut nigga what and i'm feelin' like  hook rick ross addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack i'm addicted to money addicted to chips my hoe was gay now she addicted to dick addicted to this addicted to that i'm gettin' them stacks it's more addictive than crack,7mwFpSD2Y6wTAi9lWTPNRB,36,203053,False,0.434,0.796,9,-3.71,1,0.0325,0.658,0.00685,0.156,0.471,94.611,4,bluegrass
Cardi B,Best Life,chance the rapper i'm livin' my best life yeah yeah i'm livin' my best life made a couple m's you know igh huh   chance the rapper said i'm livin' my best life said i'm livin' my best life made a couple m's with my best friends turned all my l's into lessons you see the whip pullin' up it's like skrrt dreams pullin' up i'm like skrrt i'm livin' my best life it's my birthday at least that's what i'm dressed like   cardi b i'm like big pop' mixed with pac i'm like makaveli yeah you need some little caesar's pizza i be hot and ready woo nigga you a pussy and a rat you like tom and jerry nigga you ain't ballin' you just talkin' that's that commentary huh i was in the field man i slaved for this yeah had to talk to god dropped down and prayed for this to my surprise he replied said you made for this i seen the car i wanted then i went and paid for it cash cash hit the tayk i hit the race hit the dash dash that's when they came for me on twitter with the backlash cardibissoproblematic is the hashtag i can't believe they wanna see me lose that bad they talkin' junk and they stink these hoes mad trash i'm gigglin' can't let the devil have the last laugh ain't no more beefin' i'm just keepin' to myself i'm my own competition i'm competin' with myself brrr   chance the rapper i told y'all i'm livin' my best life woo i told y'all i said i'm livin' my best life ayy i made a couple m's with my best friends turned all my l's into lessons skrrt skrrt skrrt you see the whip pullin' up it's like skrrt like skrrt dreams pullin' up it's like skrrt like skrrt i'm livin' my best life it's my birthday at least that's what i'm dressed like chance i'm the rapper   chance the rapper you don't like money i can see it your eye you don't like winnin' i can see it in your tie better be careful with these women when you trickin' send it fly sheesh she count money in her sleep and she don't ever spend the night but she trappin' and she had to make it happen for her life don't be mad because she havin' shit you had it your whole life we had baggage on our flight we had badges on our asses you got passes in your life you had gadgets on your bike god work magic god work magic god work magic in my life woo and that guala like iyanla 'cause that bag just fixed my life woo woo and y'all know good and damn well i don't want no champagne woo but can we please get some more champagne ugh please no andre g like 'venchy reach like 'bron james pep talk from yonc 'member my hands had ash like pompeii now they hold cash won't peak like dante   chance the rapper i told y'all i said i'm livin' my best life i told y'all i said i'm livin' my best life ayy i made a couple m's with my best friends turned all my l's into lessons skrrt skrrt skrrt you see the whip pullin' up it's like skrrt skrrt skrrt like skrrt dreams fillin' up i'm like skrrt like skrrt i'm livin' my best life it's my birthday at least that's what i'm dressed like   cardi b i said i never had a problem showin' y'all the real me hair when it's fucked up crib when it's filthy waybeforethedeal me striptopaythebills me 'fore i fixed my teeth man those comments used to kill me but never did i change never been ashamed never did i switch story stayed the same i did this on my own i made this a lane y'all gotta bear with me i been through some things went from smallass apartments to walkin' red carpets pissy elevators now every dress is tailored this some reallife fairy tale binderella shit i got further than them hoes said i will ever get and that only goes to show that only god knows i took pictures with beyonc i met mama knowles i'm the rose that came from the concrete and arose i'm like gold i'm life goals man i'm chosen i'm floatin' ayy   chance the rapper i told y'all i said i'm livin' my best life i told y'all i said i'm livin' my best life ayy i made a couple m's with my best friends turned all my l's into lessons hey hey hey hey hey you see the whip pullin' up it's like skrrt like skrrt dreams pullin' up i'm like skrrt like skrrt i'm livin' my best life it's my birthday at least that's what i'm dressed like   chance the rapper skrrt skrrt it's goin' down right now skrrt skrrt jamie foxx in your town like skrrt skrrt money pilin' up man all the blessings comin' down you don't know 'bout nothin' you don't know you don't know 'bout nothin' ayy you don't know 'bout nothin' you don't know 'bout nothin' i told y'all i told y'all you don't know 'bout nothin' i t i told y'all i told y'all you don't know 'bout nothin' told y'all i t i told y'all you don't know 'bout nothin' you don't know you don't know 'bout nothin' you don't know 'bout nothin' ayy ayy ayy ayy you don't know 'bout nothin' ayy ayy ayy ayy you don't know 'bout nothin' ayy ayy ayy ayy you don't know 'bout nothin' ayy ayy ayy ayy,0KpQR3pyZECOsAXXML72fM,0,284855,True,0.62,0.625,9,-7.438,1,0.553,0.288,0.0,0.314,0.665,167.911,4,dance
Drake,After Dark,static major haha haha yeah ayy after dark   drake static major  both in the whip  no one's gotta know after dark knockin' at your door i don't gotta work anymore after dark you can put your phone down you're gonna need two hands after dark you can't get enough girl you know i set it up for after dark   drake  static major late night like left eye i'm creepin' assuming the worst 'cause i haven't heard from you all weekend your silence is drivin' me up the wall up the wall i cannot tell if you're duckin' calls or missin' calls 'cause you've been so patient i drink on the job and smoke on the job so i don't know how serious you take it can't offer much more you've heard it before that narrative for me isn't changin' i wanna make you a priority i wanna let you know there's more to me i wanna have your faith restored in me i'll be on my way after dark   drake static major ty dolla ign drake  static in the whip  no one's gotta know no one's gotta know after dark knockin' at your door i dont gotta work anymore i don't gotta work no more after dark you can put your phone down youre gonna need two hands ooh yeah ooh yeah after dark you can't get enough girl you know i set it up for after dark   ty dolla ign late night me and you got you wet like the pool then i'm tryna dive in put some time in yeah get the vibe right get your mind right it's gon' be a long night ooh yeah put your feet in this water don't wanna get your hair wet we've hooked up a couple times we ain't took it there yet you broke up with your man and ain't been with nobody else you like fuck these niggas rather keep it to yourself he did you wrong he left you down bad now you can't trust nobody you said do anything but just don't lie to me i said i ride for you girl you said you ride for me umm pulled up to the show then we got ghost and when it's after dark anything goes   drake static major ty dolla ign drake  static in the whip  no one's gotta know no one's gotta know after dark knockin' at your door i dont gotta work anymore i don't gotta work no more after dark you can put your phone down youre gonna need two hands ooh yeah ooh yeah after dark you can't get enough girl you know i set it up for after dark  spoken  al wood 97 wblk  at the quiet storm taking you right there with hall  oates moving you through the storm in what is now 9 minutes after 0 oclock thanks for your phone calls as we get you closer to your requests and dedications phone lines are open for you to send a love your love note dedications 64499 call me coming up we will head through your storm with troop fantasia chaka khan my funny valentine jill scott giving you whatever and more the selected music of mr luther vandross as we kick off your first hour of the most selective most seductive most relaxing four hours of the 97 its al wood and you are safe soft and warm in the loving embrace of my storm on blk,2B2vTMJ6vcsHAsbkcSWJRR,50,234000,False,0.61,0.827,5,-7.78,1,0.0341,0.00841,0.764,0.0719,0.267,120.014,4,progressive-house
Dua Lipa,Get Over You,hey hey   after a few drains i started to think 'bout what we had and it gets complicated in my head in my bed in my mad yeah now the parties nobody seems to care it's like i'm not there and i just want you to know   one two that i still think about it i still talk about it and there's not a thing i can do there's not a thing i can do i still talk about it try to forget about it and there's not a thing i can do there's not a thing i can do  post it's get over you it's get over you it's get over you it's get over you it's get over you   when i left ya i left him in treasure cause now no one can measure it's pressure and i don't know what to do do i convay with the proud that i have left cause i know you were the boss but i just want you to know   one two that i still think about it i still talk about it and there's not a thing i can do there's not a thing i can do i still talk about it try to forget about it and there's not a thing i can do there's not a thing i can do  post it's get over you it's get over you it's get over you it's get over you it's get over you   now i've come and died and it fucking turn back till my chose you i wish you were mine i didn't know then but now i do   that i still think about it i still talk about it and there's not a thing i can do there's not a thing i can do i still talk about it try to forget about it and there's not a thing i can do there's not a thing i can do  post it's get over you it's get over you it's get over you it's get over you it's get over you it's get over you it's get over you it's get over you it's get over you,0ycG3FRZqK3pUGWhQCPgAN,59,189250,False,0.687,0.694,5,-5.357,0,0.0668,0.0686,3.01e-05,0.373,0.435,123.99,4,progressive-house
Ed Sheeran,Perfect," I found a love for me Oh darling, just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waiting for me 'Cause we were just kids when we fell in love Not knowing what it was I will not give you up this time But darling, just kiss me slow, your heart is all I own And in your eyes, you're holding mine   Baby, I'm dancing in the dark with you between my arms Barefoot on the grass, listening to our favourite song When you said you looked a mess, I whispered underneath my breath But you heard it, darling, you look perfect tonight   Well I found a woman, stronger than anyone I know She shares my dreams, I hope that someday I'll share her home I found a love, to carry more than just my secrets To carry love, to carry children of our own We are still kids, but we're so in love Fighting against all odds I know we'll be alright this time Darling, just hold my hand Be my girl, I'll be your man I see my future in your eyes   Baby, I'm dancing in the dark, with you between my arms Barefoot on the grass, listening to our favorite song When I saw you in that dress, looking so beautiful I don't deserve this, darling, you look perfect tonight     Baby, I'm dancing in the dark, with you between my arms Barefoot on the grass, listening to our favorite song I have faith in what I see Now I know I have met an angel in person And she looks perfect I don't deserve this You look perfect tonight",69yz6UcfUHCi795treLj3l,39,192397,False,0.559,0.118,7,-16.34,1,0.0421,0.979,0.935,0.109,0.289,97.1,4,acoustic
Rihanna,My Life,have the same thing on about a weeklong black shoes black jeans white tee on caught thelastflight home you'reworking too long no rest no stressno phone call  pre you wouldn't believe me if i told youmyself seeifbelieving i canshow you myself buti already remember where i woke up yesterday 5 cigarettes in my ashtray i am using that's what happens when you   sleep all day play all night that's my life that's the life new york days la nights that's my life that's the life aall night up all night all night up all night new york days la nights that's my life all day all night   up till sunshine watching the sunrise pull it in sending chills up my spine can't find no time to rest my tired eyes can't see can't see a straight line  pre you wouldn't believe me if i told you myself see if believing i can show you myself but i already remember where i woke up yesterday 5 cigarettes in my ashtray i am using that's what happens when you   sleep all day play all night that's my life that's the life new york days la nights that's my life that's the life aall night up all night all night up all night new york days la nights that's my life all day all night  hey hey hey oh oh   sleep all day play all night oh all night that's my life that's the life that's my life new york days la nights oh oh that's my life that's the life that's the life aall night up all night all night all night all night up all night oh new york days la nights la nights yeah that's my life all day all night hey  aall night up all night oh yeah all right all night up all night all night up all night aall night up all night oh all night up all night up all night,4ZoBC5MhSEzuknIgAkBaoT,72,284000,False,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4,piano
Ed Sheeran,Wish You Were Here,so so you think you can tell heaven from hell blue skys from pain can you tell a green field from a cold steel rail a smile from a veil do you think you can tell and did they get you to trade your heroes for ghosts hot ashes for trees hot air for a cool breeze cold comfort for change and did you exchange a walk on part in the war for a lead role in a cage how i wish how i wish you were here we're just two lost souls swimming in a fish bowl year after year running over the same old ground what have we found the same old fears wish you were here,4cHArwwbJDgsm8fIDqLdcp,26,349044,False,0.457,0.922,11,-2.974,0,0.0557,0.0332,0.00342,0.293,0.139,173.067,4,drum-and-bass
Taylor Swift,Firefly,someone struck a match against the night all i could see was you and i i was captivated a perfect little dream inside my head and then reality crept in and erased it  pre for a while i thought that i could hold you but you were just a temporary high   firefly you drew me to you your beauty shines and lights up the sky and you don't know it do you i wish i could keep you firefly firefly   something so beautiful and free was as never meant to be caged in i thought i had you in my hand i tried to catch you but i can't chase the wind  pre and just as i reach out to touch you i remind myself you were meant to fly   firefly you drew me to you your beauty shines and lights up the sky and you don't know it do you i wish i could keep you firefly firefly   i like to think i'd be all that you wanted not even that is enough   firefly you drew me to you your beauty shines and lights up the sky and you don't know it do you i wish i could keep you firefly firefly,0RHSTHVciKGf4mv24cHzJr,27,213706,False,0.546,0.889,4,-4.988,1,0.0615,0.0461,0.0,0.298,0.536,94.981,4,british
Maroon 5,Feelings,woo woo oh yeah   you and me and all that wine loosen my tie lie down let's fly every guy that passes by look at her look at her ooh and you say that it's not right but where does he think you are tonight does he know your nasty side look at her look at her ooh  pre if you want me take me home and let me use you i know he doesn't satisfy you like i do and does he know that there's nobody quite like you so let me tell you all the things he never told you yeah   i've got these feelings for you and i can't help myself no more can't fight these feelings for you no i can't help myself no more ahah ahah ahah   you and me let's go all night going so high we fuck the sky come with me now fuck that guy look at her look at her ooh now you flash that sexy smile and tell me i've got to wait a while and it makes me lose my mind look at her look at her ooh  pre if you want me take me home and let me use you i know he doesn't satisfy you like i do and does he know that there's nobody quite like you so let me tell you all the things he never told you yeah   i've got these feelings for you and i can't help myself no more can't fight these feelings for you can't fight these feelings no i can't help myself no more ahah oh ahah yeah ahah can't help myself no more ahah oh ahah yeah ahah oh   no i can't wait much longer it needs to happen now 'cause i can't spend the rest of my life chasing you around i want to get much closer tou need to tell me how baby how how ooh because i   i've got these feelings for you and i can't help myself no more can't fight these feelings for you can't fight these feelings for you no i can't help myself no more i've got these feelings for you got these feelings for you got these feelings for you can't fight these feelings for you no i can't help myself no more   ahah yeah yeah ahah yeah ahah that's fine,5xD5mG8uIsyxA73S0nP0Rh,33,163738,False,0.818,0.575,6,-8.454,1,0.0457,0.392,2.3e-05,0.118,0.384,107.041,4,deep-house
Khalid,Fast Car,you've got a fast car i want a ticket to anywhere maybe we can make a deal maybe together we can get somewhere anyplace is better starting from zero got nothing to lose maybe we'll make something me myself i've got nothing to prove   you've got a fast car i've got a plan to get us outta here i've been working at the convenience store managed to save just a little bit of money we won't have to drive too far just across the border and into the city you and i can both get jobs finally see what it means to be living   see my old man's got a problem he lives with a bottle that's the way it is says his body's too old for working his body's too young to look like his my momma went off and left him she wanted more from life than he could give said somebody's gotta take care of him so i quit school and that's what i did  pre you've got a fast car is it fast enough so we can fly away we've gotta make a decision leave tonight or live and die this way   so i remember when we were driving driving in your car speed so fast felt like i was drunk city lights lay out before us and your arms felt nice wrapped around my shoulders and ii had a feeling that i belonged and ii had a feeling i could be someone be someone be someone  4 you got a fast car we go cruising to entertain ourselves you still ain't got a job i work in a market as a checkout girl i know things will get better you'll find work and i'll get promoted we'll move out of the shelter buy a bigger house and live in the suburbs   so i remember when we were driving driving in your car speed so fast felt like i was drunk city lights lay out before us and your arms felt nice wrapped around my shoulders and ii had a feeling that i belonged and ii had a feeling i could be someone be someone be someone  5 you've got a fast car i've got a job that pays all our bills you stay out drinking late at the bars see more your friends than you do your kids i always hoped for better that maybe together you and me would find it i got no plans i ain't going nowhere so take your fast car and keep on driving   so remember when we were driving driving in your car speed so fast felt like i was drunk city lights lay out before us and your arms felt nice wrapped around my shoulders and ii had a feeling that i belonged and ii had a feeling i could be someone be someone be someone   you've got a fast car is it fast enough so you can fly away you've gotta make a decision leave tonight or live and die this way this way yeaheaheaheah eah mmmm,63wsZUhUZLlh1OsyrZq7sz,61,304293,False,0.392,0.251,10,-9.845,1,0.0363,0.807,0.0,0.0797,0.508,204.961,4,acoustic
Taylor Swift,Enchanted,there i was again tonight forcing laughter faking smiles same old tired lonely place walls of insincerity shifting eyes and vacancy vanished when i saw your face all i can say is it was enchanting to meet you   your eyes whispered have we met across the room your silhouette starts to make its way to me the playful conversation starts counter all your quick remarks like passing notes in secrecy and it was enchanting to meet you all i can say is i was enchanted to meet you   this night is sparkling don't you let it go i'm wonderstruck blushing all the way home i'll spend forever wondering if you knew i was enchanted to meet you   the lingering question kept me up am who do you love i wonder 'til i'm wide awake and now i'm pacing back and forth wishing you were at my door i'd open up and you would say hey it was enchanting to meet you all i know is i was enchanted to meet you    this night is sparkling don't you let it go i'm wonderstruck blushing all the way home i'll spend forever wondering if you knew this night is flawless don't you let it go i'm wonderstruck dancing around all alone i'll spend forever wondering if you knew i was enchanted to meet you      this is me praying that this was the very first page not where the storyline ends my thoughts will echo your name until i see you again these are the words i held back as i was leaving too soon i was enchanted to meet you  breakdown please don't be in love with someone else please don't have somebody waiting on you please don't be in love with someone else please don't have somebody waiting on you    this night is sparkling don't you let it go i'm wonderstruck blushing all the way home i'll spend forever wondering if you knew this night is flawless don't you let it go i'm wonderstruck dancing around all alone i'll spend forever wondering if you knew i was enchanted to meet you   please don't be in love with someone else please don't have somebody waiting on you,0gHSwPpnHuLn66mtN3wnd4,37,171693,False,0.382,0.223,3,-13.817,1,0.0324,0.903,3.23e-06,0.282,0.292,79.395,4,rockabilly
Ariana Grande,One Last Time,i was a liar i gave in to the fire i know i should've fought it at least i'm being honest feel like a failure 'cause i know that i failed you i should've done you better 'cause you don't want a liar  pre and i know and i know and i know she gives you everything but boy i couldn't give it to you and i know and i know and i know that you got everything but i got nothing here without you   so one last time i need to be the one who takes you home one more time i promise after that i'll let you go baby i don't care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home   i don't deserve it i know i don't deserve it but stay with me a minute i swear i'll make it worth it can't you forgive me at least just temporarily i know that this is my fault i should have been more careful  pre and i know and i know and i know she gives you everything but boy i couldn't give it to you and i know and i know and i know that you got everything but i got nothing here without you baby   so one last time i need to be the one who takes you home one more time i promise after that i'll let you go baby i don't care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home   yeah i know i should've fought it at least i'm being honest yeah but stay with me a minute i swear i'll make it worth it yeah 'cause i don't wanna be without you   so one last time i need to be the one who takes you home takes you home babe one more time i promise after that i'll let you go baby i don't care if you got her in your heart babe all i really care is you wake up in my arms one last time i need to be the one who takes you home yeah   one last time i need to be the one who takes you home,7xoUc6faLbCqZO6fQEYprd,83,197266,False,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4,dance
Lady Gaga,Oh Well,where did they go where did everybody go i wanna know   we could've tried why did everybody cry if you weren't mine   and now everything is gonna change you made your mind up well my friends you've got a lot to learn you do why do we deny ourselves in terms of love i'm at a loss so well oh well oh well oh well oh well   can't find the words but hey man everybody hurts when it doesn't work   and now everything is gonna change you made your mind up well my friends you've got a lot to learn you do why do we deny ourselves in terms of love i'm at a loss so well oh well oh well oh well oh well   your love drowned us in a hole you never ever wanted her to grow to grow oh oh why why why why why   if everything is gonna change was it worth it oh my friends you've got a lot to learn you do why do we deny ourselves in terms of love you weren't strong enough oh well for me oh well oh well oh well oh well oh well oh well oh well oh well oh well oh well oh well oh well oh well oh well oh well,2cBSrD0zoX8RbhmUr0CQpr,24,225706,False,0.566,0.97,5,-4.129,1,0.0841,0.00106,0.553,0.289,0.56,93.005,4,industrial
Justin Bieber,Superficial,snippet  said you're amazing she said you must be crazy i said no i'm not well a little maybe and i don't talk a lot but when i do i mean it and i swear i know an angel baby when i see you i know i do have issues but ain't got to do with you not gonna lie girl i miss you no it ain't superficial we spent beautiful moments and some beautiful dream but ain't nothing more beautiful than you were next to me and i got a couple things,6baV8rJfNXBpUcAjSXhgmn,26,371154,True,0.343,0.917,3,-7.213,0,0.0812,0.00273,0.00293,0.278,0.205,129.123,3,death-metal
Justin Bieber,Heartbreaker,girl you don't know how i feel how i really feel since you been away oh baby any chance that you could take my call take my call if i dialed you today oh  pre girl you say that you don't wanna talk but it's cool i've been thinking about you all day long hoping you pick up your phone girl i know that i don't wanna lose your love oh baby oh baby   oh girl i got a secret place that we can go cause i really wanna be alone and baby nobody else gotta know just meet me later on the low don't tell me you're my heartbreaker cause girl my heart's breaking heartbreaker don't tell me you're my heartbreaker cause girl my heart's breaking heartbreaker   girl you see me standing here standing here standing in the rain oh baby any chance you could stay right here yeah yeah and never go away  pre girl you say that you don't wanna talk but it's cool i've been thinking about you all day long hoping you pick up your phone girl i know that i don't wanna lose your love oh baby oh baby oh baby   oh girl i got a secret place that we can go cause i really wanna be alone and baby nobody else gotta know just meet me later on the low don't tell me you're my heartbreaker cause girl my heart's breaking heartbreaker don't tell me you're my heartbreaker cause girl my  heart's breaking heartbreaker   so what i'm really tryna say is and what i hope you understand is despite of all the imperfections of who i am i still wanna be your man i know it hasn't been easy for us to talk with everyone being around but it's just personal this just for me and you and i want you to know that i still love you and though the seasons may change sometimes love goes from sunshine to rain i'm under this umbrella and i'm calling your name  and you know i don't wanna lose that cause i still believe   i still believe in love i still believe in us i hope you believe in us the way i believe in us you don't see cause what you don't see is when we don't speak i really don't sleep i wanna talk to you and if i'd have the world in my hands i'd give it all to ya i wanna know if you feeling the way that i'm feeling i wanna know if you feeling the way that i'm the way that i'm and you taught me to be careful with your heart your heart you taught me to be careful with your heart your heart with your heart,7d5rQgdrOfdcODLkyuwOrc,26,324693,False,0.878,0.839,3,-6.155,0,0.0352,0.189,0.763,0.138,0.707,120.004,4,deep-house
Nicki Minaj,Up All Night,drake kush rolled glass full i prefer the better things niggas with no money act like money isn't everything i'm having a good time they just trying to ruin it shout out to the fact that i'm the youngest nigga doing it cap on brim bent denzel every time she ain't trying to pop that shit for pimp okay well never mind i i i tried to told you drizzy still ain't nothing nice bracelet saying you should quit cars saying fuck ya life okay now we outta here toodles to you bitches and if you dolled up i got the voodoo for you bitches i'm busy getting rich i don't want trouble i made enough for two niggas boy stunt double famous like a drug that i've taken too much of i never ever trip just peace happiness and love i got money in these jeans so they fit me kinda snug plus the game is in my pocket nigga this is what i does  drake i'm about whatever man fuck what they be talking about they opinon doesn't count we the only thing that matters oooh so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i don't really know who imma lose this year oooh man i love my team man i love my team i would die for these niggas oooh  nicki minaj yo drizzy sayin' get her imma get her i got the kind of money make a broke bitch bitter i got that kinda wait wait fixate which bitch you know made a million off a mix tape that was just a keep sake bought the president the louis presidential briefcase never been a cheapskate we got the hawks i ain't talking about the peach state man for pete's sake scratch that sweepstakes hahahaha fuck i look like hoe i look like yes and you look like no i'm a bad bitch i ain't never been a mixed breed on a diet but i'm doing donuts in a six speed m m m6 from a m i see a lot of rap bitches on a menu but i collect a 00 thou at the venue and pop bottles with my team young money till the death of me  drake i'm about whatever man fuck what they be talking about they opinion doesn't count we the only thing that matters oooh so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i don't really know who imma lose this year oooh man i love my team man i love my team i would die for these niggas oooh  nicki minaj i mean we can even rock them shoes if it don't got a comma on the price tag you know i mean i mean but then again who looks at the price tag you know  drake oh yeah we in this bitch oww oww oww oh yeah we in this bitch oww oww oww  drake i'm about whatever man fuck what they be talking about they opinon doesn't count we the only thing that matters oooh so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i don't really know who imma lose this year oooh man i love my team man i love my team i would die for these niggas oooh i'm about whatever man fuck what they be talking about they opinon doesn't count we the only thing that matters oooh so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i don't really know who imma lose this year oooh man i love my team man i love my team i would die for these niggas oooh,0r6XY7ScWS0aahvfeiQBqw,51,156983,False,0.677,0.256,7,-16.915,1,0.0448,0.948,9.94e-06,0.0926,0.318,103.986,4,chill
